timestamp,src_ip,dst_ip,port,protocol,packet_size,connection_duration,login_attempts,request_rate,bytes_transferred,status_code,attack_type
2026-03-16T14:49:52.314511,172.16.62.179,98.43.88.11,53,HTTPS,896,1.232,1,589,2988429,429,traffic_spike
2026-03-16T15:23:17.007010,10.0.84.104,35.197.145.65,3306,HTTP,1408,115.733,2,24,87900,200,normal
2026-03-16T17:31:39.442376,172.16.247.188,178.200.66.153,3306,HTTP,237,37.219,1,47,34012,200,normal
2026-03-16T16:35:47.883378,10.0.92.213,90.92.109.88,443,HTTP,457,27.263,0,24,20740,200,normal
2026-03-16T17:39:39.040419,192.168.226.58,145.19.172.225,8080,ICMP,332,71.71,0,25,47919,0,normal
2026-03-16T17:51:02.123768,172.16.62.179,71.227.145.193,3306,HTTP,951,1.39,0,884,2513672,503,traffic_spike
2026-03-16T16:20:05.257577,172.16.62.179,62.70.128.14,3306,HTTPS,664,0.826,2,1081,4456314,429,traffic_spike
2026-03-16T15:15:06.970006,10.0.189.216,126.178.13.107,3389,TCP,875,60.291,20,82,21904,429,brute_force
2026-03-16T15:50:59.686654,10.0.189.216,84.241.71.195,22,UDP,1024,53.887,14,163,5493,429,brute_force
2026-03-16T16:15:12.274046,172.16.60.215,88.62.24.62,443,TCP,1372,95.289,1,13,29572,1,normal
2026-03-16T17:56:27.167274,192.168.61.241,194.73.149.110,22,ICMP,1323,42.403,2,58,49615,0,normal
2026-03-16T16:48:19.492343,172.16.62.179,212.10.199.224,443,ICMP,853,0.731,1,369,1019595,503,traffic_spike
2026-03-16T17:33:18.373883,192.168.28.130,219.89.237.252,45,HTTP,85,0.075,0,171,2649,404,port_scan
2026-03-16T14:54:59.032475,172.16.253.57,219.242.129.10,3306,ICMP,455,34.405,0,47,72134,0,normal
2026-03-16T16:33:14.838813,192.168.28.130,109.173.95.128,97,HTTPS,343,1.493,2,166,2470,404,port_scan
2026-03-16T16:56:09.720491,172.16.169.52,86.156.228.155,3306,TCP,936,20.081,1,49,117724,0,normal
2026-03-16T14:59:21.363134,172.16.70.75,174.29.38.172,3306,ICMP,895,43.661,2,25,8675,0,normal
2026-03-16T15:45:34.613390,10.0.32.82,28.120.187.93,443,HTTPS,1225,3.983,0,62,97758,200,normal
2026-03-16T17:44:31.431004,10.0.189.216,112.160.142.64,3389,UDP,117,88.307,17,127,101958,401,brute_force
2026-03-16T14:42:39.338385,192.168.234.160,136.102.62.35,22,HTTP,989,20.801,2,61,23525,200,normal
2026-03-16T15:39:24.424487,192.168.28.130,87.80.89.204,90,ICMP,346,0.863,0,239,1127,1,port_scan
2026-03-16T15:58:43.465044,10.0.79.47,112.245.210.197,443,TCP,1241,8.943,1,14,118470,1,normal
2026-03-16T16:51:37.338372,192.168.150.123,57.66.221.129,22,ICMP,318,62.22,1,26,42970,0,normal
2026-03-16T17:15:10.200454,172.16.216.145,31.128.100.163,8080,ICMP,626,15.108,1,73,25003,0,normal
2026-03-16T16:04:57.570739,192.168.159.223,195.172.21.212,22,UDP,230,5.551,2,78,69889,0,normal
2026-03-16T16:37:24.347012,10.0.189.216,171.148.154.124,3389,TCP,1466,48.79,13,129,181027,401,brute_force
2026-03-16T16:52:31.051752,10.0.189.216,194.163.176.250,22,UDP,331,91.304,10,127,28347,401,brute_force
2026-03-16T17:31:55.216189,172.16.242.6,109.214.127.247,53,TCP,734,112.057,2,45,50275,0,normal
2026-03-16T16:18:02.804172,172.16.127.85,16.46.201.130,443,HTTPS,557,25.896,1,11,13760,200,normal
2026-03-16T15:05:25.182704,172.16.137.102,13.55.220.35,80,HTTPS,813,91.686,1,10,105522,200,normal
2026-03-16T17:21:18.799863,172.16.18.212,109.230.143.212,8080,ICMP,1457,73.364,0,17,103771,0,normal
2026-03-16T16:52:47.218024,10.0.50.247,165.205.20.12,22,HTTP,344,85.66,1,71,120308,200,normal
2026-03-16T16:17:56.819396,192.168.81.141,52.201.153.152,80,HTTP,1102,99.412,2,67,186303,200,normal
2026-03-16T17:56:29.831649,192.168.28.17,117.157.13.153,443,HTTP,607,116.052,2,78,60161,200,normal
2026-03-16T17:26:06.631604,172.16.37.214,221.124.16.147,3306,ICMP,289,22.975,1,45,110292,0,normal
2026-03-16T17:19:31.527766,172.16.62.179,131.31.70.133,53,ICMP,970,2.737,2,477,3021647,503,traffic_spike
2026-03-16T15:46:20.178988,192.168.123.245,60.126.142.143,80,HTTP,524,112.984,1,41,185297,200,normal
2026-03-16T16:23:14.873455,192.168.28.130,214.140.147.32,111,HTTPS,195,0.128,1,233,3988,200,port_scan
2026-03-16T17:17:33.282997,192.168.28.130,154.139.70.28,72,ICMP,115,0.502,0,240,1190,0,port_scan
2026-03-16T17:58:46.830485,10.0.104.45,178.243.244.167,53,ICMP,652,38.608,2,12,23963,0,normal
2026-03-16T15:37:04.661496,10.0.106.252,56.18.203.202,443,TCP,445,112.399,1,9,2941,0,normal
2026-03-16T17:38:37.987676,172.16.116.82,175.252.68.218,8080,HTTP,1022,32.813,0,47,43108,404,normal
2026-03-16T15:38:00.309723,192.168.86.78,213.151.98.45,8080,TCP,1372,107.655,1,70,86476,0,normal
2026-03-16T17:40:59.716191,10.0.189.216,74.3.133.99,3389,UDP,978,90.475,17,100,153200,401,brute_force
2026-03-16T15:48:03.947509,172.16.40.229,114.159.60.164,80,HTTPS,816,73.794,0,22,125864,200,normal
2026-03-16T14:44:44.722349,192.168.28.130,151.241.111.196,92,HTTP,322,0.177,0,260,1720,200,port_scan
2026-03-16T16:06:51.331601,192.168.28.130,144.226.59.175,73,UDP,350,0.691,2,134,3851,1,port_scan
2026-03-16T15:47:07.997322,192.168.5.148,112.130.1.191,53,HTTP,1248,8.856,1,49,184113,200,normal
2026-03-16T17:47:56.982599,172.16.8.33,84.209.92.197,53,TCP,1377,117.402,2,58,98674,1,normal
2026-03-16T14:58:58.893949,172.16.20.141,185.68.178.31,53,HTTPS,1164,47.228,0,33,1422,200,normal
2026-03-16T16:28:32.692982,172.16.136.46,108.117.126.118,80,ICMP,381,33.15,2,19,8957,1,normal
2026-03-16T14:55:15.279315,10.0.52.195,28.51.17.115,8080,TCP,1440,84.424,0,36,194640,0,normal
2026-03-16T17:13:38.940814,10.0.35.225,139.148.119.209,3306,UDP,1243,38.337,2,46,62614,0,normal
2026-03-16T14:45:32.981000,10.0.105.225,87.140.31.143,8080,ICMP,422,75.157,1,76,130436,0,normal
2026-03-16T14:54:15.998653,172.16.62.179,189.213.209.39,80,HTTPS,647,2.419,2,1024,633384,503,traffic_spike
2026-03-16T14:49:07.521414,192.168.28.130,110.124.130.53,68,ICMP,84,1.014,1,274,660,0,port_scan
2026-03-16T17:22:46.832014,192.168.171.230,154.111.245.54,80,ICMP,684,114.847,0,32,50325,0,normal
2026-03-16T15:31:13.799761,172.16.62.179,191.104.203.235,53,UDP,1025,2.65,1,668,4059125,429,traffic_spike
2026-03-16T15:21:41.743686,172.16.234.19,63.189.160.106,22,HTTPS,1216,103.704,2,23,4763,200,normal
2026-03-16T16:04:48.942488,172.16.39.6,61.168.117.98,8080,HTTPS,567,59.966,2,48,67968,404,normal
2026-03-16T15:53:28.341118,172.16.43.19,198.180.86.36,3306,HTTPS,1183,58.649,2,12,137860,200,normal
2026-03-16T17:45:14.192466,10.0.105.148,46.118.34.182,53,TCP,82,26.324,1,52,16358,1,normal
2026-03-16T17:56:46.906686,192.168.105.79,14.8.140.138,80,ICMP,99,60.316,2,60,47505,0,normal
2026-03-16T16:16:37.281143,10.0.158.171,145.129.181.69,443,UDP,225,44.829,1,63,148623,0,normal
2026-03-16T17:15:24.921953,192.168.28.130,177.16.47.104,128,TCP,112,0.657,0,204,4390,0,port_scan
2026-03-16T14:58:55.638245,10.0.189.216,188.243.138.12,3389,UDP,1465,111.078,6,96,173031,429,brute_force
2026-03-16T17:31:30.466491,10.0.76.159,52.123.199.174,8080,HTTPS,743,46.123,2,22,181210,200,normal
2026-03-16T14:48:06.651310,10.0.111.231,70.38.174.155,8080,TCP,1283,47.665,1,8,166743,0,normal
2026-03-16T16:31:13.362176,192.168.28.130,107.221.95.175,39,UDP,142,0.576,2,282,3255,0,port_scan
2026-03-16T16:57:34.863012,192.168.28.130,89.227.184.195,31,TCP,230,0.537,0,143,3219,1,port_scan
2026-03-16T17:57:28.696364,192.168.28.130,32.124.86.176,75,HTTPS,311,0.421,1,196,694,200,port_scan
2026-03-16T16:48:51.303271,192.168.160.4,137.100.234.28,53,UDP,687,0.911,1,47,163091,1,normal
2026-03-16T16:55:04.757300,172.16.62.179,221.69.153.83,8080,HTTP,1148,1.478,1,1011,4980825,429,traffic_spike
2026-03-16T16:55:48.499098,172.16.93.115,40.102.92.175,8080,HTTP,119,114.365,1,31,115450,200,normal
2026-03-16T17:46:18.988890,192.168.127.212,46.155.123.65,3306,HTTPS,379,85.857,1,14,118232,404,normal
2026-03-16T16:14:49.436708,192.168.9.107,213.184.43.28,53,HTTPS,1410,79.797,0,10,148156,404,normal
2026-03-16T16:54:42.891090,172.16.62.179,36.132.113.131,3306,HTTPS,1290,2.042,2,774,4348211,429,traffic_spike
2026-03-16T16:52:05.736310,172.16.62.179,86.212.43.30,3306,TCP,948,2.169,1,399,3945402,503,traffic_spike
2026-03-16T17:46:43.530412,192.168.29.120,16.175.55.174,53,TCP,563,61.968,2,25,87278,1,normal
2026-03-16T17:14:21.231499,192.168.28.130,58.221.202.8,47,HTTPS,96,0.317,1,300,4793,404,port_scan
2026-03-16T17:39:56.254472,10.0.93.166,94.100.234.30,80,ICMP,1437,103.53,2,45,157004,1,normal
2026-03-16T16:04:33.700734,172.16.62.179,128.88.152.236,8080,HTTP,882,2.083,0,487,4435109,503,traffic_spike
2026-03-16T16:37:44.756700,172.16.62.179,119.95.249.163,8080,UDP,822,2.528,0,491,599723,503,traffic_spike
2026-03-16T14:52:53.640729,10.0.49.245,219.196.253.105,3306,HTTPS,1071,49.934,1,67,44356,200,normal
2026-03-16T15:23:33.763848,172.16.8.96,81.115.147.44,443,UDP,1222,89.128,1,75,134416,0,normal
2026-03-16T17:07:19.310761,172.16.138.197,221.21.225.140,53,ICMP,934,12.38,2,36,78554,0,normal
2026-03-16T16:51:28.713564,172.16.221.133,41.121.107.208,3306,TCP,1268,82.727,2,59,44023,0,normal
2026-03-16T15:20:09.211129,192.168.28.130,147.143.86.83,116,TCP,205,1.181,1,135,1103,0,port_scan
2026-03-16T15:42:11.547625,172.16.62.179,193.164.126.195,3306,UDP,1148,2.386,2,377,930935,503,traffic_spike
2026-03-16T16:18:42.210381,192.168.239.181,105.232.249.84,8080,HTTP,69,104.282,2,16,192121,404,normal
2026-03-16T15:43:02.382969,192.168.101.210,66.219.108.127,80,TCP,725,99.418,1,75,152013,0,normal
2026-03-16T16:24:40.542486,192.168.195.37,23.23.50.161,443,HTTP,97,14.996,0,61,120185,200,normal
2026-03-16T16:35:59.152652,192.168.77.73,51.140.47.168,80,UDP,576,9.982,2,26,14087,1,normal
2026-03-16T15:37:27.437405,192.168.28.130,34.48.0.55,109,UDP,280,0.522,0,150,1146,1,port_scan
2026-03-16T16:26:12.846092,172.16.22.224,198.52.52.81,80,UDP,676,16.542,0,23,18445,0,normal
2026-03-16T17:27:46.631752,192.168.54.140,171.77.210.158,3306,HTTP,970,103.21,0,17,37215,200,normal
2026-03-16T16:44:37.393384,172.16.202.134,46.126.141.166,22,HTTPS,572,66.452,2,41,181516,200,normal
2026-03-16T15:50:47.471346,10.0.189.216,166.96.200.76,443,HTTP,175,94.078,15,79,101669,429,brute_force
2026-03-16T15:05:36.867922,192.168.28.130,92.67.198.221,28,TCP,84,0.031,2,175,559,0,port_scan
2026-03-16T14:53:52.338612,172.16.62.179,171.212.216.180,443,HTTPS,1443,0.618,2,823,1453397,503,traffic_spike
2026-03-16T16:43:21.177161,192.168.28.130,122.122.29.63,110,TCP,147,0.214,2,122,4130,0,port_scan
2026-03-16T14:53:03.980048,172.16.62.179,221.132.85.96,53,ICMP,769,2.14,0,365,4987304,429,traffic_spike
2026-03-16T16:22:41.936486,192.168.28.130,138.85.188.41,130,ICMP,305,0.028,2,131,3045,0,port_scan
2026-03-16T16:44:54.403465,192.168.28.130,20.214.114.83,106,UDP,178,1.354,1,165,4289,0,port_scan
2026-03-16T14:47:33.884013,10.0.224.132,130.144.159.84,22,HTTPS,1196,54.864,1,30,76951,200,normal
2026-03-16T17:12:27.447369,192.168.248.205,137.100.125.39,22,HTTP,903,2.967,2,49,167220,200,normal
2026-03-16T17:59:44.400676,192.168.28.130,89.53.105.136,137,HTTPS,275,0.355,0,253,3115,200,port_scan
2026-03-16T16:30:09.232821,10.0.189.216,140.68.201.20,3389,TCP,1226,7.568,20,172,62580,403,brute_force
2026-03-16T15:42:40.625535,10.0.189.216,80.119.38.242,3389,HTTP,342,93.614,11,122,41251,401,brute_force
2026-03-16T16:14:59.726839,10.0.189.216,129.135.61.24,443,UDP,1469,36.575,9,115,56878,403,brute_force
2026-03-16T16:19:24.729905,172.16.209.243,55.15.207.219,443,HTTP,1202,89.795,0,17,121633,200,normal
2026-03-16T17:32:38.968897,10.0.212.149,210.113.66.51,443,TCP,826,82.386,2,15,153164,0,normal
2026-03-16T17:45:21.220245,10.0.231.11,176.227.65.24,80,TCP,314,5.219,1,11,44549,1,normal
2026-03-16T16:42:39.710956,172.16.174.233,120.88.181.55,53,TCP,627,33.655,0,9,161496,0,normal
2026-03-16T16:22:19.227552,172.16.15.158,33.143.196.36,443,ICMP,472,77.154,2,36,165860,0,normal
2026-03-16T15:26:53.699911,172.16.139.103,211.248.176.234,8080,HTTP,1092,38.66,1,28,7344,200,normal
2026-03-16T17:54:19.236989,10.0.207.5,131.183.119.250,53,HTTP,269,29.818,0,39,140415,200,normal
2026-03-16T14:54:26.741296,172.16.90.214,55.90.121.152,80,ICMP,1492,43.118,2,8,184917,0,normal
2026-03-16T16:09:42.074201,192.168.28.130,218.252.158.45,137,ICMP,238,0.925,0,153,1517,1,port_scan
2026-03-16T15:00:10.362847,172.16.62.179,48.72.56.217,8080,HTTP,639,2.928,1,630,3814717,503,traffic_spike
2026-03-16T15:52:58.608792,192.168.248.1,154.182.114.171,8080,UDP,423,45.468,2,42,33895,0,normal
2026-03-16T14:54:20.513979,172.16.62.179,208.16.93.155,80,ICMP,743,1.047,2,379,2830316,429,traffic_spike
2026-03-16T15:55:33.167632,192.168.171.136,174.171.228.3,80,TCP,493,30.02,0,49,67793,0,normal
2026-03-16T17:50:39.594310,10.0.189.216,53.211.252.226,22,HTTPS,783,65.568,18,178,152045,401,brute_force
2026-03-16T17:02:22.382601,172.16.243.162,37.37.175.44,443,HTTP,393,87.865,2,16,89103,404,normal
2026-03-16T16:35:41.318534,192.168.227.200,122.80.27.26,80,UDP,484,116.93,1,75,189789,0,normal
2026-03-16T17:01:54.234892,192.168.28.130,157.251.78.14,41,TCP,306,0.961,1,140,1010,0,port_scan
2026-03-16T16:59:46.223984,192.168.28.130,180.135.46.165,76,HTTPS,201,0.703,1,177,4686,404,port_scan
2026-03-16T17:48:02.525926,10.0.171.13,99.211.116.142,22,TCP,856,98.227,1,73,180622,1,normal
2026-03-16T17:14:00.704795,192.168.28.130,193.17.75.31,30,HTTP,167,1.483,0,231,1275,200,port_scan
2026-03-16T15:16:58.307585,172.16.233.44,197.34.44.100,8080,HTTP,877,66.291,1,71,120615,200,normal
2026-03-16T15:58:15.887025,172.16.28.208,117.76.75.146,8080,ICMP,1257,91.029,0,18,148016,0,normal
2026-03-16T15:10:29.232704,172.16.67.160,109.248.242.10,53,HTTP,628,48.417,2,56,10678,404,normal
2026-03-16T16:55:18.176235,172.16.62.179,132.137.190.6,80,UDP,953,2.324,1,1061,2841638,503,traffic_spike
2026-03-16T15:37:38.382418,192.168.28.130,59.226.108.234,110,ICMP,332,0.765,1,154,4722,0,port_scan
2026-03-16T17:54:27.872365,10.0.214.70,25.127.16.117,22,UDP,802,84.586,1,52,122204,1,normal
2026-03-16T17:35:54.868196,172.16.62.179,136.228.90.246,443,TCP,550,0.497,1,695,4950448,429,traffic_spike
2026-03-16T15:12:36.970908,10.0.189.216,79.209.10.222,443,UDP,82,56.944,18,109,158097,429,brute_force
2026-03-16T14:51:09.444533,192.168.28.130,107.178.235.65,104,HTTP,208,1.45,2,215,2509,200,port_scan
2026-03-16T15:46:24.139931,10.0.86.24,81.166.141.67,3306,HTTPS,1398,35.925,0,71,63505,200,normal
2026-03-16T15:23:22.449833,172.16.169.26,92.71.13.168,443,ICMP,669,31.205,1,56,102295,0,normal
2026-03-16T14:45:48.494213,192.168.28.130,193.113.243.233,36,UDP,157,1.114,0,263,2813,0,port_scan
2026-03-16T15:52:18.563730,192.168.28.130,201.157.215.202,101,UDP,100,0.88,1,278,3932,1,port_scan
2026-03-16T15:06:25.637636,10.0.189.216,185.195.152.106,443,ICMP,372,16.57,8,169,107779,401,brute_force
2026-03-16T16:24:55.727186,172.16.162.112,25.2.231.71,53,UDP,409,69.196,0,67,23591,0,normal
